1-1.txt,0.30
1-2.txt,0.30
2-1.txt,0.30
2-2.txt,0.30
3-1.txt,0.30
4-1.txt,0.30
5-1.txt,0.30
6-1.txt,0.30
6-2.txt,0.30
7-1.txt,0.30
7-2.txt,0.30
7-3.txt,0.30
7-4.txt,0.30
7-5.txt,0.30
7-6.txt,0.30
7-7.txt,0.30
8-1.txt,0.30
8-2.txt,0.30
8-3.txt,0.30
8-4.txt,0.30
8-5.txt,0.30
8-6.txt,0.30
8-7.txt,0.30
8-8.txt,0.30
9-1.txt,0.30
9-2.txt,0.30
9-3.txt,0.30
9-4.txt,0.30
10-1.txt,0.30
10-2.txt,0.30
10-3.txt,0.30
10-4.txt,0.30
11-1.txt,0.30
11-2.txt,0.30
11-3.txt,0.30
11-4.txt,0.30
11-5.txt,0.30
11-6.txt,0.30
12-1.txt,0.30
12-2.txt,0.30
12-3.txt,0.30
13-1.txt,0.30
13-2.txt,0.30
13-3.txt,0.30
13-4.txt,0.30
13-5.txt,0.30
14-1.txt,0.30
14-2.txt,0.30
14-3.txt,0.30
15-1.txt,0.30
15-2.txt,0.30
15-3.txt,0.30
16-1.txt,0.30
16-2.txt,0.30
16-3.txt,0.30
17-1.txt,0.30
17-2.txt,0.30
17-3.txt,0.30
17-4.txt,0.30
17-5.txt,0.30
18-1.txt,0.30
18-2.txt,0.30
18-3.txt,0.30
18-4.txt,0.30
18-5.txt,0.30
19-1.txt,0.30
19-2.txt,0.30
19-3.txt,0.30
19-4.txt,0.30
19-5.txt,0.30
20.c,0.20
21.c,0.20
22.c,0.20
23.c,0.20
24.c,0.20
25.c,0.20
26.c,0.20
27.c,0.20
28.c,0.20
29.c,0.20
